cliente,total_facturado,factura_promedio,factura_max,factura_min,cantidad_facturas
Luis Orozco,94168.1,94168.1,94168.1,94168.1,1
Ángela Moreno,93902.6,93902.6,93902.6,93902.6,1
Karen Martha Rojas Hoyos,93435.0,93435.0,93435.0,93435.0,1
Luis Roberto Molina Mendoza,93389.5,93389.5,93389.5,93389.5,1
Walter Montes Díaz,92393.7,92393.7,92393.7,92393.7,1
Cecilia Palacios Rodríguez,92342.6,92342.6,92342.6,92342.6,1
Óscar Murillo,90621.2,90621.2,90621.2,90621.2,1
Pilar Medina,89549.0,89549.0,89549.0,89549.0,1
Robert Hernández,89193.1,89193.1,89193.1,89193.1,1
Ricardo Bustos,88987.5,88987.5,88987.5,88987.5,1
Aura Daniela Hernández,88564.8,88564.8,88564.8,88564.8,1
José Miguel Alvarado Castillo,88489.6,88489.6,88489.6,88489.6,1
Rodolfo González Álvarez,88094.0,88094.0,88094.0,88094.0,1
Yeison Arturo Gaviria Rosero,87986.9,87986.9,87986.9,87986.9,1
Mónica Esperanza López Narváez,87860.1,87860.1,87860.1,87860.1,1
Camila Medina Melo,86715.7,86715.7,86715.7,86715.7,1
María Inés Andrade Jiménez,86715.0,86715.0,86715.0,86715.0,1
José Lozano,86085.0,86085.0,86085.0,86085.0,1
Stiven Cano Díaz,85741.7,85741.7,85741.7,85741.7,1
Fernanda Mercedes Ruiz,85353.4,85353.4,85353.4,85353.4,1
Diego César Duque,84964.5,84964.5,84964.5,84964.5,1
Beatriz Fernández Ramírez,84585.3,84585.3,84585.3,84585.3,1
Lina Liliana Lara,84525.0,84525.0,84525.0,84525.0,1
Paola Kelly Pineda,83414.7,83414.7,83414.7,83414.7,1
Francisco Julio Gaitán Peña,83027.6,83027.6,83027.6,83027.6,1
Gustavo Manuel Álvarez,82163.1,82163.1,82163.1,82163.1,1
Antonio Fabián Cruz,81636.2,81636.2,81636.2,81636.2,1
Edgar Wilson Ortiz,81512.5,81512.5,81512.5,81512.5,1
Elena García Martínez,81301.7,81301.7,81301.7,81301.7,1
Paola Liliana Rivera García,81254.8,81254.8,81254.8,81254.8,1
Martha Nury Cardozo,81032.5,81032.5,81032.5,81032.5,1
Jhon Dario León Vélez,79953.4,79953.4,79953.4,79953.4,1
Juan Medina Ortega,79505.9,79505.9,79505.9,79505.9,1
José Alejandro Camargo Castillo,79359.0,79359.0,79359.0,79359.0,1
Alexander Ferney Delgado,78389.4,78389.4,78389.4,78389.4,1
Rocío Correa Velásquez,78379.1,78379.1,78379.1,78379.1,1
Mercedes Mesa,77703.1,77703.1,77703.1,77703.1,1
Alexandra Cifuentes,77387.3,77387.3,77387.3,77387.3,1
Doris Palacios Castellanos,77267.3,77267.3,77267.3,77267.3,1
María Judith Palacios,76740.6,76740.6,76740.6,76740.6,1
Isabel Pinzón García,76429.3,76429.3,76429.3,76429.3,1
Patricia Esperanza Montes,76347.4,76347.4,76347.4,76347.4,1
Alba López,75881.2,75881.2,75881.2,75881.2,1
Felipe Vélez Romero,73835.9,73835.9,73835.9,73835.9,1
Jesús Lara,72514.3,72514.3,72514.3,72514.3,1
María Molano Hernández,72503.4,72503.4,72503.4,72503.4,1
  Alexander López  ,71646.4,71646.4,71646.4,71646.4,1
Gloria Paula Hernández Arias,71366.6,71366.6,71366.6,71366.6,1
David Enrique García Cabrera,70522.4,70522.4,70522.4,70522.4,1
Flor Daniela Quintero Osorio,70395.2,70395.2,70395.2,70395.2,1
Luis Fuentes Montoya,67889.9,67889.9,67889.9,67889.9,1
Rosa Zapata,67444.4,67444.4,67444.4,67444.4,1
Carolina Ariza,67026.0,67026.0,67026.0,67026.0,1
Enrique Fernando Villa García,66190.7,66190.7,66190.7,66190.7,1
Adalberto Valencia García,64977.1,64977.1,64977.1,64977.1,1
Katherine María Caicedo Durán,63409.8,63409.8,63409.8,63409.8,1
María Angélica Romero,62811.7,62811.7,62811.7,62811.7,1
Armando Anderson Martínez,62804.7,62804.7,62804.7,62804.7,1
Zoraida Ester González Ramírez,61661.7,61661.7,61661.7,61661.7,1
Luz Cindy Mena Uribe,61022.3,61022.3,61022.3,61022.3,1
Amanda Nieto Páez,58839.9,58839.9,58839.9,58839.9,1
Elsy Andrea Osorio,57899.5,57899.5,57899.5,57899.5,1
Helena Lorena Lara,57069.0,57069.0,57069.0,57069.0,1
Libia Alexandra Valencia,56513.2,56513.2,56513.2,56513.2,1
Karina Acosta Chacón,56375.3,56375.3,56375.3,56375.3,1
Anderson César Mercado Rubio,56100.2,56100.2,56100.2,56100.2,1
Elsa Fabiola Ojeda Castrillón,55539.8,55539.8,55539.8,55539.8,1
Felipe Manuel Morales,55001.4,55001.4,55001.4,55001.4,1
Angélica María López,54805.2,54805.2,54805.2,54805.2,1
Andrea Martínez,52901.1,52901.1,52901.1,52901.1,1
Sebastián Angarita González,52403.8,52403.8,52403.8,52403.8,1
Octavio Torres Melo,45972.3,45972.3,45972.3,45972.3,1
Susana Cuéllar,44848.7,44848.7,44848.7,44848.7,1
Paola Ospina,42578.9,42578.9,42578.9,42578.9,1
Carlos José Castro Puentes,38418.4,38418.4,38418.4,38418.4,1
Andrés Carlos Salazar Villamizar,12822.600000000006,6411.300000000003,83714.8,-70892.2,2
Aura Velasco,12032.699999999997,6016.3499999999985,103986.0,-91953.3,2
Moisés Alexander Silva,-156876.0,-156876.0,-156876.0,-156876.0,1
Antonio Silva Ocampo,-195311.0,-195311.0,-195311.0,-195311.0,1
